,last_move,predicted_position,target_position,shape,region,color,steps,time,total_steps_taken
169,grip,[4 8],[4 8],U,left,magenta,7,2.8952324390411377,"['left', 'left', 'left', 'left', 'up', 'left', 'grip']"
170,grip,[ 4 11],[ 4 11],T,left,green,8,3.2787370681762695,"['left', 'left', 'left', 'left', 'left', 'down', 'down', 'grip']"
171,down left,[ 8 14],[ 6 16],X,bottom,blue,20,9.750024318695068,"['down', 'down', 'down', 'down', 'down left', 'down left', 'down left', 'down', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'left', 'down left', 'down left', 'down left', 'down left']"
172,grip,[15  5],[15  5],X,top right,magenta,12,5.268105745315552,"['right', 'right', 'right', 'right', 'up', 'up right', 'up', 'up', 'right', 'up', 'right', 'grip']"
173,grip,[ 9 15],[ 9 15],W,bottom,green,7,2.9092605113983154,"['down', 'down', 'down', 'down', 'down', 'down', 'grip']"
174,right right right right right right right right right right,[11  9],[15 10],Z,right,cyan,20,26.934412956237793,"['right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right']"
175,grip,[ 6 16],[ 6 16],T,bottom,blue,15,6.55353569984436,"['down', 'down', 'down left', 'down', 'down left', 'down', 'down', 'left', 'left down', 'down left', 'left', 'down', 'left', 'down', 'grip']"
176,down left,[3 9],[ 2 14],Z,bottom left,yellow,20,9.692714214324951,"['left', 'left down', 'left', 'left', 'left', 'left down', 'left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'left', 'down left', 'down left', 'down left', 'down left']"
177,grip,[4 5],[4 5],U,top left,cyan,11,4.797177314758301,"['left', 'up', 'up left', 'up', 'left', 'left', 'up', 'left', 'up', 'left', 'grip']"
178,grip,[ 8 16],[ 7 16],X,bottom,magenta,9,3.655207633972168,"['down', 'down', 'down', 'down', 'down', 'down', 'down', 'left', 'grip']"
179,grip,[15  2],[15  2],W,top right,red,18,7.766602277755737,"['right', 'right', 'right', 'up right', 'up', 'up', 'right', 'up right', 'up', 'up right', 'up right', 'right', 'up', 'up', 'up', 'up', 'right', 'grip']"
180,grip,[12  5],[12  5],Z,top,cyan,8,3.265059232711792,"['up', 'up', 'up', 'right', 'right', 'up', 'right', 'grip']"
181,grip,[10 12],[10 12],P,center,cyan,5,2.0945940017700195,"['down', 'down', 'right', 'down', 'grip']"
182,down left,[ 4 10],[ 2 14],W,bottom left,red,20,9.681429862976074,"['left', 'left', 'left', 'left', 'left', 'down', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left']"
183,grip,[8 6],[8 6],U,center,yellow,5,2.095440626144409,"['up', 'up', 'up', 'left', 'grip']"
184,grip,[11  8],[11  8],W,center,cyan,4,1.6971549987792969,"['up', 'right', 'right', 'grip']"
185,right,[13  9],[16  9],U,right,yellow,20,24.833160877227783,"['right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right']"
186,grip,[15  6],[15  6],P,right,magenta,10,4.049954891204834,"['right', 'right', 'right', 'right', 'right', 'up', 'up', 'right', 'up', 'grip']"
187,grip,[12  5],[12  5],U,top,red,8,3.274486780166626,"['up', 'up', 'up', 'right', 'up', 'right', 'right', 'grip']"
188,right down,[12  9],[16 14],P,bottom right,magenta,20,10.508526086807251,"['right', 'right down', 'right', 'right down', 'right down', 'right down', 'right down', 'right', 'right down', 'down right', 'right down', 'right down', 'right down', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'right down']"
189,grip,[7 5],[7 5],T,top,blue,7,2.870798349380493,"['up', 'up', 'up', 'left', 'left', 'up', 'grip']"
190,grip,[ 8 12],[ 8 12],U,center,cyan,5,2.087104558944702,"['down', 'down', 'left', 'down', 'grip']"
191,down right,[ 9 10],[15 16],W,bottom right,blue,20,10.345999240875244,"['down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down', 'down right', 'down right']"
192,grip,[10  8],[10  8],Z,center,red,3,1.308779001235962,"['up', 'right', 'grip']"
193,grip,[ 5 14],[ 5 14],Z,bottom left,red,10,4.04962944984436,"['down', 'down', 'down', 'left', 'left', 'left', 'down', 'left', 'down', 'grip']"
194,grip,[10  2],[10  2],W,top,red,9,3.66899037361145,"['up', 'up', 'up', 'up', 'up', 'up', 'right', 'up', 'grip']"
195,grip,[13  6],[13  6],X,right,green,8,3.2737419605255127,"['up', 'right', 'right', 'up', 'right', 'up', 'right', 'grip']"
196,grip,[6 4],[6 4],U,top,red,9,3.665142774581909,"['up', 'up', 'up', 'left', 'up', 'left', 'up', 'left', 'grip']"
197,grip,[ 3 10],[ 3 10],P,left,red,8,3.2762742042541504,"['left', 'left', 'left', 'left', 'left', 'left', 'down', 'grip']"
198,grip,[13  6],[13  6],T,right,magenta,8,3.265134572982788,"['right', 'up', 'right', 'up', 'right', 'right', 'up', 'grip']"
199,grip,[ 6 16],[ 6 16],P,bottom,cyan,11,4.440953969955444,"['down', 'down', 'down', 'down', 'down', 'down', 'left', 'down', 'left', 'left', 'grip']"
200,grip,[ 6 13],[ 6 13],T,bottom,magenta,8,3.2645480632781982,"['down', 'down', 'down', 'left', 'left', 'left', 'down', 'grip']"
201,grip,[10 13],[10 13],U,bottom,green,6,2.487990617752075,"['down', 'down', 'down', 'down', 'right', 'grip']"
202,down left,[ 9 11],[ 4 15],X,bottom left,magenta,20,10.68457555770874,"['down left', 'down left', 'down left', 'down', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'left down', 'down left']"
203,grip,[2 9],[2 9],P,left,green,8,3.2724156379699707,"['left', 'left', 'left', 'left', 'left', 'left', 'left', 'grip']"
204,grip,[8 9],[8 9],W,center,magenta,2,0.9166004657745361,"['left', 'grip']"
205,down right,[12  9],[15 16],U,bottom right,green,20,10.079609155654907,"['right', 'down right', 'right down', 'down right', 'down right', 'right', 'down right', 'down right', 'down right', 'right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right']"
206,grip,[6 5],[6 5],P,top,magenta,8,3.267341375350952,"['up', 'up', 'up', 'left', 'left', 'up', 'left', 'grip']"
207,grip,[ 8 13],[ 8 13],W,bottom,blue,6,2.4735782146453857,"['down', 'down', 'down', 'down', 'left', 'grip']"
208,grip,[7 5],[7 5],U,top,green,7,2.8655476570129395,"['up', 'up', 'up', 'up', 'left', 'left', 'grip']"
209,right down right,[13  9],[16 13],X,bottom right,yellow,20,11.9857656955719,"['right', 'right', 'right down right', 'right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right']"
210,grip,[ 6 13],[ 6 13],W,bottom,magenta,8,3.3040637969970703,"['down', 'down', 'left', 'down', 'left', 'down', 'left', 'grip']"
211,grip,[14  6],[14  6],Z,right,yellow,10,4.274992942810059,"['right', 'right', 'right', 'up', 'up right', 'up', 'right', 'right', 'up', 'grip']"
212,down right,[9 9],[15 16],Z,bottom right,red,20,10.627851486206055,"['down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right']"
213,grip,[12  5],[12  5],X,top,magenta,8,3.2832117080688477,"['up', 'up', 'up', 'right', 'right', 'up', 'right', 'grip']"
214,grip,[ 3 10],[ 3 10],T,left,yellow,8,3.2944955825805664,"['left', 'left', 'left', 'left', 'left', 'left', 'down', 'grip']"
215,grip,[9 4],[9 4],Z,top,blue,6,2.5039353370666504,"['up', 'up', 'up', 'up', 'up', 'grip']"
216,grip,[8 6],[8 6],X,center,magenta,5,2.1321024894714355,"['up', 'up', 'up', 'left', 'grip']"
217,grip,[4 2],[4 2],W,top left,magenta,17,7.84029221534729,"['up', 'up', 'up left', 'up left', 'up', 'left', 'left', 'up', 'left', 'up left', 'up', 'up left', 'left', 'up', 'up', 'left', 'grip']"
218,grip,[ 9 10],[ 9 10],X,center,magenta,2,0.9162929058074951,"['down', 'grip']"
219,grip,[ 6 13],[ 6 13],P,bottom,yellow,9,3.871190309524536,"['down', 'down left', 'left', 'down', 'down', 'left', 'left', 'down', 'grip']"
220,grip,[ 7 16],[ 7 16],U,bottom,blue,10,4.1112401485443115,"['down', 'down', 'down', 'down', 'down', 'down', 'left', 'left', 'down', 'grip']"
221,right down right,[11  9],[16 13],Z,bottom right,magenta,20,13.285250902175903,"['right down right', 'right right down', 'right down right', 'right down right', 'right down right', 'right down right', 'right', 'right down right', 'right right down', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right', 'right down right', 'right down right', 'right down right']"
222,grip,[12  5],[12  5],T,top,green,8,3.371670722961426,"['up', 'up', 'up', 'right', 'right', 'up', 'right', 'grip']"
223,down,[ 5 14],[ 3 16],U,bottom left,magenta,20,9.864225387573242,"['left', 'down', 'down', 'left', 'left', 'down', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down', 'left', 'down left', 'down left', 'down left', 'down left', 'down']"
224,grip,[ 8 10],[ 8 10],Z,center,red,3,1.3119385242462158,"['down', 'left', 'grip']"
225,grip,[8 3],[8 3],W,top,green,8,3.3353638648986816,"['up', 'up', 'up', 'up', 'up', 'up', 'left', 'grip']"
226,grip,[10 10],[10 10],X,center,yellow,3,1.3773889541625977,"['down', 'right', 'grip']"
227,right down right,[12 11],[13 14],P,bottom right,green,20,10.233688592910767,"['right', 'right down', 'right down', 'down right', 'right', 'down right', 'right', 'down right', 'down', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down', 'down right', 'right down right']"
228,grip,[11  4],[11  4],X,top,cyan,8,3.285764455795288,"['up', 'up', 'up', 'up', 'right', 'up', 'right', 'grip']"
229,grip,[4 8],[4 8],P,left,cyan,7,2.8903167247772217,"['left', 'left', 'left', 'left', 'left', 'up', 'grip']"
230,grip,[6 5],[6 5],Z,top,blue,9,3.7948734760284424,"['up', 'up', 'left', 'up left', 'left', 'up', 'up', 'left', 'grip']"
231,grip,[13  5],[13  5],T,top right,green,9,3.6858203411102295,"['up', 'up', 'right', 'right', 'up', 'right', 'right', 'up', 'grip']"
232,grip,[10  3],[10  3],X,top,red,8,3.2788822650909424,"['up', 'up', 'up', 'up', 'up', 'up', 'right', 'grip']"
233,grip,[8 6],[8 6],X,center,yellow,5,2.1145284175872803,"['up', 'up', 'up', 'left', 'grip']"
234,grip,[9 4],[9 4],T,top,red,6,2.5009350776672363,"['up', 'up', 'up', 'up', 'up', 'grip']"
235,grip,[11  4],[11  4],Z,top,cyan,8,3.289865732192993,"['up', 'up', 'up', 'up', 'up', 'right', 'right', 'grip']"
236,grip,[12  3],[12  3],T,top,green,10,4.133526086807251,"['up', 'up', 'up', 'up', 'right', 'up', 'right', 'up', 'right', 'grip']"
237,grip,[3 7],[3 7],X,left,cyan,9,3.682483434677124,"['left', 'left', 'left', 'left', 'up', 'left', 'up', 'left', 'grip']"
238,grip,[ 3 11],[ 3 11],X,left,green,9,3.687758207321167,"['left', 'left', 'left', 'left', 'left', 'left', 'down', 'down', 'grip']"
239,grip,[3 4],[3 4],T,top left,yellow,19,8.596912622451782,"['up left', 'up left', 'left', 'up left', 'up', 'up left', 'left', 'up left', 'up left', 'up', 'up', 'left', 'up', 'left', 'up left', 'left', 'up', 'left', 'grip']"
240,grip,[14  6],[14  6],U,right,red,9,3.677133083343506,"['right', 'right', 'right', 'up', 'right', 'up', 'up', 'right', 'grip']"
241,right,[14  9],[16 13],T,bottom right,red,20,12.015141010284424,"['right', 'right right down', 'right', 'right right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right', 'right']"
242,grip,[11  9],[11  9],X,center,yellow,3,1.3362705707550049,"['right', 'right', 'grip']"
243,grip,[12  5],[12  5],W,top,blue,8,3.321532726287842,"['up', 'up', 'up', 'right', 'right', 'up', 'right', 'grip']"
244,grip,[ 6 14],[ 6 14],W,bottom,green,10,4.187570571899414,"['down', 'down', 'down', 'down left', 'down', 'left', 'left', 'down', 'left', 'grip']"
245,down right,[ 9 11],[13 16],Z,bottom right,green,20,10.21169376373291,"['down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down', 'down right', 'down right', 'down right', 'down right']"
246,grip,[4 4],[4 4],X,top left,yellow,13,5.625319719314575,"['up', 'up', 'left', 'left', 'up left', 'up left', 'up', 'left', 'up', 'left', 'up', 'left', 'grip']"
247,grip,[ 9 11],[ 9 11],Z,center,blue,3,1.3121669292449951,"['down', 'down', 'grip']"
248,grip,[15  8],[15  8],X,right,blue,9,3.8250088691711426,"['right', 'right', 'right', 'right', 'right up', 'right', 'right', 'up', 'grip']"
249,grip,[8 5],[8 5],P,top,magenta,6,2.5414023399353027,"['up', 'up', 'up', 'up', 'left', 'grip']"
250,grip,[5 2],[5 2],X,top left,red,12,4.932886362075806,"['up', 'up', 'up', 'up', 'left', 'up', 'up', 'left', 'left', 'left', 'up', 'grip']"
251,grip,[ 2 12],[ 2 12],W,left,cyan,13,5.513984203338623,"['left', 'left', 'left', 'left', 'left', 'left', 'left', 'down left', 'down left', 'down', 'down', 'down', 'grip']"
252,grip,[12  8],[12  8],X,center,yellow,5,2.098771333694458,"['up', 'right', 'right', 'right', 'grip']"
253,down,[ 6 12],[ 3 16],P,bottom left,cyan,20,10.481603622436523,"['down left', 'down left', 'down', 'down', 'down left', 'down left', 'left', 'down left', 'down left', 'down left', 'left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'left', 'down']"
254,grip,[ 8 13],[ 8 13],P,bottom,magenta,6,2.6242613792419434,"['down', 'down', 'down', 'down', 'left', 'grip']"
255,grip,[12 11],[12 11],X,center,magenta,6,2.4874017238616943,"['right', 'down', 'right', 'down', 'right', 'grip']"
256,grip,[15  5],[15  5],T,top right,yellow,15,6.57008695602417,"['right', 'right', 'right', 'up right', 'up', 'right', 'up right', 'up right', 'up right', 'up', 'right', 'up', 'right', 'up', 'grip']"
257,grip,[2 6],[2 6],T,left,yellow,11,4.649646043777466,"['left', 'left', 'left', 'left', 'left', 'up', 'up', 'left', 'up', 'left', 'grip']"
258,down left,[ 5 10],[ 2 16],X,bottom left,yellow,20,10.118477582931519,"['left', 'left', 'down left', 'left', 'down left', 'left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down', 'down left']"
259,grip,[7 5],[7 5],W,top,blue,7,3.039642333984375,"['up', 'up', 'up', 'left', 'up', 'left', 'grip']"
260,grip,[16  5],[16  5],U,top right,green,15,6.707012414932251,"['right', 'right', 'right', 'right', 'up right', 'up right', 'right', 'up', 'up right', 'up', 'right', 'up', 'right', 'up', 'grip']"
261,grip,[12 14],[12 14],U,bottom,blue,14,6.521207809448242,"['down', 'down', 'down', 'down', 'right down', 'right down', 'right', 'right down', 'right down', 'right down', 'right', 'down', 'right', 'grip']"
262,down left,[ 5 10],[ 2 16],U,bottom left,magenta,20,10.62643837928772,"['left', 'left', 'down left', 'left', 'left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left']"
263,left,[5 5],[4 4],U,top left,yellow,20,9.676111698150635,"['left', 'left', 'up left', 'up left', 'up', 'up left', 'up left', 'left', 'up left', 'up left', 'up left', 'up', 'up left', 'up left', 'up left', 'up left', 'up left', 'up', 'up', 'left']"
264,grip,[ 6 13],[ 6 13],X,bottom,magenta,8,5.558797597885132,"['down', 'down', 'down', 'left', 'left', 'down', 'left', 'grip']"
265,grip,[8 6],[8 6],W,center,magenta,5,4.794236421585083,"['up', 'up', 'up', 'left', 'grip']"
266,down right,[11  9],[14 15],X,bottom right,red,20,22.726301908493042,"['down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'right', 'down right', 'down right', 'down right', 'down right', 'right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right']"
267,grip,[5 2],[5 2],P,top left,magenta,16,16.567599773406982,"['up', 'up', 'up', 'up', 'up', 'left', 'up left', 'left', 'up left', 'up left', 'up left', 'up', 'left', 'up', 'left', 'grip']"
268,grip,[ 2 10],[ 2 10],T,left,yellow,10,9.460317134857178,"['left', 'left', 'left', 'left', 'left left', 'left', 'left', 'left', 'down', 'grip']"
269,grip,[8 3],[8 3],Z,top,yellow,8,7.574889898300171,"['up', 'up', 'up', 'up', 'up', 'up', 'left', 'grip']"
270,grip,[4 7],[4 7],T,left,cyan,8,7.588443040847778,"['left', 'up', 'left', 'left', 'up', 'left', 'left', 'grip']"
271,grip,[16  9],[16  9],T,right,cyan,20,39.46139359474182,"['right', 'right', 'right right', 'right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right', 'right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right', 'right', 'right', 'grip']"
272,grip,[13 11],[13 11],U,right,green,9,8.983999729156494,"['right', 'right', 'right', 'right down', 'right down', 'right', 'down', 'down', 'grip']"
273,grip,[3 7],[3 7],U,left,cyan,9,8.440489053726196,"['left', 'left', 'left', 'left', 'left', 'up', 'up', 'left', 'grip']"
274,grip,[13  4],[13  4],U,top right,red,11,10.41621470451355,"['right', 'up', 'up', 'right', 'up', 'right', 'up right', 'up', 'right', 'up', 'grip']"
275,grip,[3 7],[3 7],Z,left,red,9,8.449556827545166,"['left', 'left', 'left', 'left', 'up', 'left', 'up', 'left', 'grip']"
276,up left,[6 6],[3 2],P,top left,cyan,20,22.60560965538025,"['up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up', 'left', 'up left', 'up', 'left', 'up', 'left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left']"
277,right down right,[11  9],[16 12],P,right,magenta,20,27.544318675994873,"['right', 'right right down right', 'right', 'right down right', 'right down right', 'right down right', 'right down', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right']"
278,grip,[6 2],[6 2],T,top,magenta,11,10.21876859664917,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'grip']"
279,grip,[ 2 12],[ 2 12],P,left,red,14,14.287801504135132,"['left left', 'left left down left', 'left', 'left', 'left', 'left', 'left', 'down left', 'left', 'down', 'down', 'left', 'down', 'grip']"
280,grip,[10  7],[10  7],Z,center,yellow,4,3.9199302196502686,"['up', 'up', 'right', 'grip']"
281,down right,[11 10],[14 15],P,bottom right,red,20,22.488845348358154,"['right', 'down right', 'down right', 'down', 'down right', 'right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right']"
282,grip,[10 15],[10 15],P,bottom,yellow,8,7.53339958190918,"['down', 'down', 'down', 'down', 'down', 'down', 'right', 'grip']"
283,grip,[6 8],[6 8],X,center,magenta,5,4.824953556060791,"['up', 'left', 'left', 'left', 'grip']"
284,grip,[ 6 14],[ 6 14],U,bottom,cyan,9,8.288140058517456,"['down', 'down', 'down', 'down', 'left', 'left', 'down', 'left', 'grip']"
285,grip,[12 14],[12 14],W,bottom,blue,9,8.464243650436401,"['down', 'down', 'down', 'down', 'right', 'right', 'down', 'right', 'grip']"
286,grip,[11  8],[11  8],P,center,cyan,4,3.876023292541504,"['right', 'up', 'right', 'grip']"
287,grip,[6 5],[6 5],P,top,green,8,7.536504745483398,"['up', 'up', 'up', 'left', 'left', 'up', 'left', 'grip']"
288,grip,[3 8],[3 8],X,left,green,8,7.507847785949707,"['left', 'left', 'left', 'left', 'left', 'up', 'left', 'grip']"
289,grip,[ 4 11],[ 4 11],W,left,blue,9,8.742185354232788,"['left', 'left', 'left', 'left down', 'left', 'left', 'down', 'down', 'grip']"
290,grip,[10  8],[10  8],P,center,red,3,3.0161986351013184,"['up', 'right', 'grip']"
291,right down,[13  9],[15 11],X,right,red,20,25.688779592514038,"['right', 'right', 'right right down right right right right right right right', 'right', 'right down', 'right down', 'right right down', 'right right down', 'right', 'right down right', 'right down', 'right down', 'right down right', 'right down', 'right down right', 'right down', 'right down', 'right down right', 'right down', 'right down']"
292,grip,[10 13],[10 13],Z,bottom,red,6,5.730204820632935,"['down', 'down', 'down', 'right', 'down', 'grip']"
293,up left,[6 7],[2 3],X,top left,cyan,20,22.858721256256104,"['up left', 'left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'left', 'up left', 'left', 'up left', 'up left', 'up left', 'up left', 'up', 'up left', 'up', 'up left', 'up left']"
294,down left,[7 9],[ 2 16],P,bottom left,cyan,20,23.754493951797485,"['down left', 'left', 'down left', 'down left', 'down left', 'down left', 'down left', 'left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left']"
295,grip,[ 9 15],[ 9 15],X,bottom,yellow,7,6.661176681518555,"['down', 'down', 'down', 'down', 'down', 'down', 'grip']"
296,grip,[9 7],[9 7],Z,center,red,3,3.010010004043579,"['up', 'up', 'grip']"
297,grip,[10  2],[10  2],U,top,magenta,9,8.417952537536621,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'grip']"
298,down right,[12  9],[16 14],Z,bottom right,cyan,20,23.973309755325317,"['right', 'right down', 'right', 'down right', 'right down', 'right down right', 'right down', 'right down right', 'down right', 'down right', 'right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right']"
299,grip,[11  4],[11  4],Z,top,red,8,7.494983911514282,"['up', 'up', 'up', 'up', 'up', 'right', 'right', 'grip']"
300,grip,[ 2 12],[ 2 12],T,left,yellow,11,10.257206916809082,"['left', 'left', 'left', 'left', 'left', 'left', 'left', 'down', 'down', 'down', 'grip']"
301,down right,[12  9],[16 14],U,bottom right,cyan,20,24.579066276550293,"['right down', 'right down', 'right down right', 'right down', 'right', 'right down right', 'right down right', 'right', 'down right', 'right', 'down right', 'down right', 'down right', 'right down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right']"
302,grip,[13  6],[13  6],W,right,yellow,8,7.613202095031738,"['right', 'up', 'right', 'up', 'right', 'up', 'right', 'grip']"
303,grip,[11  6],[11  6],P,center,magenta,6,5.654109716415405,"['up', 'up', 'right', 'right', 'up', 'grip']"
304,grip,[12  8],[12  8],Z,center,magenta,5,4.835479974746704,"['up', 'right', 'right', 'right', 'grip']"
305,grip,[11 13],[11 13],T,bottom,cyan,7,6.696476936340332,"['down', 'down', 'down', 'right', 'right', 'down', 'grip']"
306,down right,[ 9 12],[13 16],P,bottom right,cyan,20,23.480806350708008,"['down', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down', 'down right', 'down right', 'down', 'down right', 'down right']"
307,left,[4 6],[2 2],P,top left,yellow,20,21.321821928024292,"['left', 'up left', 'up left', 'left', 'up left', 'up left', 'up', 'left', 'up left', 'up left', 'up left', 'up left', 'up', 'up left', 'up left', 'up left', 'left', 'up left', 'up', 'left']"
308,grip,[ 9 10],[ 9 10],P,center,green,2,2.0825693607330322,"['down', 'grip']"
309,grip,[16  7],[16  7],X,right,blue,11,10.627764225006104,"['right', 'right', 'right', 'right', 'right', 'right', 'up right', 'up', 'up', 'right', 'grip']"
310,grip,[13 11],[13 11],Z,right,red,20,24.767831802368164,"['right down right', 'right', 'right down', 'right right down', 'right down right', 'right down right', 'right down right', 'right', 'right down right', 'right down', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right', 'right', 'down', 'down', 'grip']"
311,right right right right right right right right right right,[12  9],[16  9],T,right,blue,20,53.387150287628174,"['right', 'right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right']"
312,grip,[12 14],[12 14],X,bottom,magenta,11,10.710492372512817,"['down', 'down', 'down', 'down', 'right down', 'right', 'right down', 'down', 'right', 'right', 'grip']"
313,grip,[2 6],[2 6],T,left,magenta,11,10.255469560623169,"['left', 'left', 'left', 'left', 'up', 'up', 'left', 'left', 'left', 'up', 'grip']"
314,grip,[ 8 14],[ 8 14],W,bottom,magenta,7,6.657132387161255,"['down', 'down', 'down', 'down', 'down', 'left', 'grip']"
315,right right right right right right right right right right,[12  9],[15 10],W,right,blue,20,48.03385019302368,"['right', 'right', 'right', 'right right down right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right down right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right down right', 'right right down right', 'right right right right right right right right right right', 'right right down right right right right right right right', 'right right down right right right down right down right', 'right right down right right down right down right down', 'right right down right', 'right right down right right right down right down right', 'right right right right right right right right right right']"
316,grip,[16  7],[16  7],U,right,yellow,10,9.419886589050293,"['right', 'right', 'right', 'right', 'right', 'right', 'up', 'up', 'right', 'grip']"
317,grip,[15  5],[15  5],U,top right,yellow,19,19.595324516296387,"['right', 'right', 'right', 'up right', 'right', 'up', 'up right', 'up right', 'up right', 'up right', 'up right', 'up right', 'up right', 'right', 'up', 'up', 'up', 'right', 'grip']"
318,grip,[11  6],[11  6],X,center,magenta,6,5.75853157043457,"['up', 'up', 'right', 'up', 'right', 'grip']"
319,grip,[ 8 13],[ 8 13],Z,bottom,magenta,6,5.691823959350586,"['down', 'down', 'down', 'down', 'left', 'grip']"
320,grip,[ 3 10],[ 3 10],W,left,cyan,8,7.472878694534302,"['left', 'left', 'left', 'left', 'left', 'left', 'down', 'grip']"
321,down right,[13 12],[14 14],X,bottom right,green,20,21.623998880386353,"['right', 'right', 'right', 'down', 'right', 'down right', 'down right', 'down right', 'down right', 'down', 'down right', 'down', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right']"
322,grip,[ 6 14],[ 6 14],Z,bottom,cyan,9,8.511668682098389,"['down', 'down', 'down', 'left', 'down', 'left', 'down', 'left', 'grip']"
